Year,Operator,Location,AC Type,Passengers,Crew,Fatalities
1976,Winship Air,Anchorage,Lear Jet 24A,4,2,6
1976,Aeroflot,Moscow,Tupolev TU-124,56,5,61
1976,Philippine Aerotransport,Mactan Island,Britten-Norman BN-2A-21 Islander,6,1,7
1976,Frigorifico Maniqui,San Borja,Douglas C-47,7,3,7
1976,TAME,Loja,Hawker Siddeley HS-748-246,36,6,34
1976,CAAC,Shanghai,Antonov AN-24,36,4,40
1976,Transbrasil,Chapeco,Embraer 110C Bandeirante,9,2,9
1976,LAC Colombia,Santa Maria,Douglas DC-6A,0,3,3
1976,Mercer Airlines,Van Nuys,Douglas DC-6,1,5,3
1976,Aeroflot,Irkutsk,Tupolev TU-104A,104,10,24
1976,Antilles Air,St. Croix,Grumman G-21A seaplane,10,1,5
1976,Tarom,Sibiu,Ilyushin II-14P,5,4,6
1976,TAM,Southeastern Bolivia,IAI Arava 201,18,4,19
1976,Aeroflot,Voronezh,Ilyushin IL-18E,100,11,111
1976,Kodiak Western Alaska Airlines,Igiugig,Cessna 207,3,1,4
1976,SATENA,Puerto Asis,Douglas DC-3,14,2,5
1976,Alaska Airlines,Ketchikan,Boeing B-727-81,45,5,1
1976,Yacimientos Petroliferos Fiscales,Neuquen,Hawker Siddeley HS-748 2,31,3,34
1976,Petroleum,Gulf of Mexico,Bell 205 A-1,11,1,12
1976,American Airlines,St. Thomas,Boeing B-727-95,81,7,37
1976,Philippine Aerotransport,Camuigan,Britten-Norman BN-2A-21 Islander,8,2,4
1976,Imperial Iranian Air Force,Cuneca,Boeing B-747-131F,7,10,17
1976,Aeroflot,Chernigov,Antonov AN-24,46,6,52
1976,Philippine Air Lines,Zamboanga,BAC One-Eleven 527FK,77,10,14
1976,Aeroflot,Nacias Nguema,Tupolev TU-154A,35,10,45
1976,Air Manila,Agana,Lockheed 188A Electra,33,12,45
1976,Sabah Air,Kota Kinabalu,GAF Nomad N-22B,10,1,11
1976,Air France,Entebbe,Airbus A300,0,7,7
1976,Burma Air Force,Daiku,Douglas C-47,0,17,17
1976,Ceskoslovenske Aerolinie,Bratislava,Ilyushin IL-18L,73,6,76
1976,Korean Airlines,Tehran,Boeing 707-373,0,5,5
1976,Spanish Air Force,Moron AFB,Douglas C-54E,28,4,12
1976,SAETA,Andes Mountains,Vickers Viscount 785D,55,4,59
1976,Air France,Ho Chi Minh City,Sud Aviation SE 210 Caravelle III,15,5,1
1976,U.S. Air Force,Thorney,Lockheed C-141A,4,14,18
1976,Temsco - Air Taxi,Hawk Inlet,Hughes 369HS,3,1,3
1976,Venezuelan Air Force,Lajes,Lockheed C-130H,58,10,68
1976,Aeroflot,Adler,Antonov AN-24,55,9,64
1976,Inex Adria Aviopromet,Gaj,McDonnell Douglas DC-9-31,162,14,176
1976,Turkish Airlines,Karatepe Mountains,Boeing B-727-2F2,146,8,154
1976,U.S. Air Force,Alpena,Boeing KC-135A,15,5,15
1976,Emirates Air Transport,Nairobi,Douglas DC-7CF,0,4,4
1976,Cubana de Aviacion,Bridgetown,McDonnell Douglas DC-8-43,48,25,73
1976,Indian Airlines,Bombay,Sud-Aviation Caravelle VI-N,89,6,95
1976,Lloyd Aéreo Boliviano,Santa Cruz,Boeing B-707-31,0,3,3
1976,Nordeste Linhas Aéreas,Petrolia,Embraer 110C Bandeirante,5,2,2
1976,Bali International Air Service,Banjarmasin,Fokker F-27 Friendship 100,33,5,29
1976,Inair Panama,Atlantic Ocean,Douglas DC-3,0,2,2
1976,Olympic Airways,Kozani,NAMC YS-11A-500,46,4,50
1976,Aeroflot,Moscow,Tupolev TU-104B,67,6,73
1976,Atlantic City Airlines,Cape May,de Havilland Canada DHC-6 Twin Otter 300,8,2,3
1976,Aeroflot,Kiev,Antonov AN-24RV,50,5,48
1976,Aeroflot,Ust-Kut,Yakovlev 40,4,3,7
1976,Aeroflot,NYuzhno-Sakhalinsk,Ilyushin IL-14M,3,5,8
1976,EgyptAir,Bangkok,Boeing B-707-366C,44,9,53
1976,Faucett,Trujillo,Douglas C-54A-1-DO,14,5,19
1977,Jet Avia Charter,Palm Springs,Gates Learjet 24B,2,2,4
1977,Aeroflot,Alma Ata,Tupolev TU-104A,82,8,90
1977,Japan Air Lines,Anchorage,Douglas DC-8,0,5,5
1977,Northern Thunderbird Air Ltd.,Terrace,de Havilland Canada DHC-6 Twin Otter 300,9,3,12
1977,Skyline Sweden,Kalvesta,Vickers Viscount 838,19,3,22
1977,Ceskoslovenské Aerolinie,Bratislava,Avia 14T,2,3,4
1977,Aeroflot,Mineralnye Vody,Ilyushin IL-18V,92,6,77
1977,Survair,Saglouc,Douglas DC-3,7,3,4
1977,Alyemda,Aden,Douglas DC-3,17,3,19
1977,Italian Air Force,Cascina,Lockheed C-130H,38,6,44
1977,Overseas National Airways,Niamey,McDonnell Douglas DC-8-63CF,0,4,2
1977,Pan American World Airways,Tenerife,Boeing B-747-121,614,30,583
1977,Merpati Nusantara Airlines,Bainaha Valley,de Havilland Canada DHC-6 Twin Otter 300,20,3,15
1977,Aeroflot,Zhadanof,Yakovlev YAK-40,23,4,8
1977,Southern Airways,New Hope,McDonnell Douglas DC-9-31,81,4,62
1977,El Venado,Bogota,Douglas DC-3-3A,31,4,35
1977,Soviet Air Force,Tapa AFB,Antonov An-24,15,6,21
1977,Aviateca,Guatemala City,Convair CV-440,22,6,28
1977,Israel Air Force,Jericho,Sikorsky CH-53D,50,4,54
1977,LOT Polish Airlines,Beiruit,Antonov An-12BP,0,9,9
1977,IAS Cargo,Lusaka,Boeing 707-321C,1,5,6
1977,New York,New York,Sikorsky S61L,22,3,4
1977,Aeroflot,Havana,Ilyushin IL-62M,59,10,67
1977,Brazilian Air Force,Natal,Embraer C-95 Bandeirante,16,2,18
1977,Fuerza Aérea Uruguaya,Salto-Nueva Hesperides,Embraer 110C Bandeirante,13,2,12
1977,U.S. Navy,Wake Island,Lockheed EC-130Q,0,16,16
1977,Fleming International Airways,Saint Louis,Lockheed L-188AF Electra,0,3,3
1977,Aeroflot,Kirovograd,Antonov AN-24,0,6,6
1977,Angolan Air Force,Cuangar,Antonov AN-26,25,5,30
1977,Aeroflot,Vitim,Ilyushin IL-14M,34,6,40
1977,Ethiopian Airlines,Jima,Douglas DC-3,2,3,5
1977,Chilean Air Force,Puerto Montt,Douglas DC-6B,75,7,38
1977,Honduran Air Force,Yoro,Douglas C-47,36,4,25
1977,Private KNBC Los Angeles,Encino,Bell 206B JetRanger,1,1,2
1977,Monarch Aviation,San Jose,Convair CV-880,0,3,3
1977,Island Airways,Kona,Shorts SC-7 Skyvan 3-200,0,2,2
1977,Transmeridian Air Cargo,Hong Kong,Canadair CL-44D4-2,0,4,4
1977,Servicios Aereos Nacionales Airways,Cuenca,Vickers Viscount 764D,29,4,33
1977,Alaska Aeronautical Industries,Mt. Iliamna,de Havilland Canada DHC-6 Twin Otter 200,11,2,13
1977,Burma Airways,Mt. Loi Hsam Hsao,de Havilland Canada DHC-6 Twin Otter 300,16,3,19
1977,Safe Air Cargo,Yakutat,Douglas DC-7BF,0,4,4
1977,U.S. Air Force,Albuquerque,Boeing - EC-135K,0,20,20
1977,Malev Hungarian Airlines,Bucharest,Tupolev TU-134,45,8,29
1977,Japan Air Lines,Kuala Lumpur,McDonnell Douglas DC-8-62H,69,10,34
1977,L & J Company,Gillsburg,Convair CV-300,24,2,6
1977,U.S. Marine Corps,Mindoro,Sikorksky CH-53,33,4,24
1977,Servicios Aereos Martinez Leon,San Cristobal de las Casas,Britten-Norman BN-2A-8 Trislander,12,1,13
1977,Ethiopian Airlines,Rome,Boeing 707-360C,2,3,5
1977,TAP,Funchal,Boeing B-727-282,156,8,131
1977,Austral Lineas Aeras,Bariloche,BAC One-Eleven 420EL,74,5,46
1977,French Air Force,Beziers,Nord 2501 Noratlas,28,4,32
1977,Balkan Bulgarian Airlines,Al Bayda,Tupolev TU-154B,159,6,59
1977,Malaysia Airlines,Kampung Ladang,Boeing B-737-2H6,93,7,100
1977,Petroleum,Intracostal City,SNIAS SA330J,18,1,17
1977,Aeroflot,Tarko-Saley,Antonov AN-24,18,5,17
1977,U.S. Navy,Hierro,Lockheed P-3B Orion,0,13,13
1977,National Jet Services Inc.,Evansville,Douglas DC-3,26,3,29
1977,United Air Lines,Salt Lake City,Douglas DC-8-54F,0,3,3
1977,SATA,Madeira,Aerospatiale Caravelle 10R,52,5,36
1977,Vieques Air Link,Vieques,Britten-Norman BN-2A Islander,9,1,5
1977,Valley Air Service,Willemstad,Piper PA-31-350 Navajo,8,2,10
1977,Servicios Aereos Nacionales,Cuenca,Vickers Viscount 764 D,20,4,24
1978,Air India,Bandra,Boeing B-747-237B,190,23,213
1978,SADELCA,San Vincente,Douglas DC-3,10,4,14
1978,TABA,Eirunepe,Embraer 110P Bandeirante,12,2,2
1978,Uruguayan Air Force,Artigas,Douglas C-47A-DL,40,4,44
1978,Columbia Pacific Airlines,Richland,Beechcraft 99,15,2,17
1978,Pacific Western Airlines,Cranbrook,Boeing B-737-275,44,5,42
1978,Security Air,Solvang,Aero Commander 500A,4,3,7
1978,Continental Airlines,LAX,McDonnell Douglas DC-10-10,186,14,2
1978,Nigeria Airways,Kano,Fokker F-28 Fellowship 1000,11,7,18
1978,LAV - Linea Aeropostal Venezolana,Caracas,British Aerospace 748 2A,43,4,47
1978,Balkan Bulgarian Airlines,Vrastsa,Tupolev TU-134,66,7,73
1978,Lake Havasu Air,Riverside,Cessna T207A,5,1,6
1978,Burma Airways,Okaraba,Fokker F-27 Friendship 200,44,4,48
1978,Air Logistics,Galveston,Bell 212,4,2,3
1978,Antilles Air,St. Thomas,Grumman G-21,7,2,2
1978,Korean Airlines,Murmansk,Boeing B-707-321B,97,12,2
1978,LAC Colombia,Bogota,Douglas C-118A,9,3,8
1978,National Airlines,Pensacola,Boeing B-727-235,52,6,3
1978,Aeroflot,Pochinok,Tupolev TU-154B,126,8,4
1978,Gander Aviation,Saint John's,Beech Queen Air A80,8,2,10
1978,Helikopter Service,Bergen,Sikorsky S-61N,16,2,18
1978,Air Canada,Toronto,McDonnell Douglas DC-9-32,102,5,2
1978,Aeropeca,Sogamoso,Curtiss C-46,15,3,18
1978,Burma Airways,Papun,de Havilland Canada DHC-6 Twin Otter 300,11,3,14
1978,Las Vegas Airlines,Las Vegas,Piper PA-31-350 Chieftain,9,1,10
1978,Air Guinee,Conakry,Ilyushin IL-18,9,8,15
1978,Air Rhodesia,Kariba,Vickers Viscount 782D,52,4,38
1978,AirWest Airlines,Coal Harbour,de havilland Canada Twin Otter 200,11,2,11
1978,Lineas Areas del Centro,Mexico City,de Havilland Canada DHC-6 Twin Otter 100,19,2,18
1978,Temesco - Air Taxi,Wrangell,Soloy 12EJ3,2,1,3
1978,Alaska Travel,Whittier,de Havilland DHC-2,5,1,6
1978,Philippine Air Force,Paranaque,Fokker F-27 Friendship 200,24,4,21
1978,Pacific Southwest Airlines,San Diego,Boeing B-727-214,128,9,137
1978,Finish Air Force,Kuopio,Douglas C-47A-1-DK,12,3,15
1978,Burma Airways,Mandalay,Fokker F-27 Friendship 600,40,4,2
1978,US Navy,Santiago de Chile,Douglas R6D-1,0,18,18
1978,Aeroflot,Sverdlovsk,Yakovlev YAK-40,34,4,38
1978,Era - Air Taxi,Kenai,Bell 205-1,6,1,2
1978,Solomon Islands Airlines,Bellona,Britten Norman BN-2A Trislander,0,11,11
1978,Aeroflot,Gulf of Sivash,Antonov AN-24B,21,5,26
1978,Nile Delta Air Services,Alexandria,Douglas DC-3,0,18,18
1978,Loftleidir Icelandic Airlines,Katunayake,McDonnell Douglas DC-8-Super 63CF,249,13,183
1978,Air Guadeloupe,Marie Galante Island,de Havilland Canada DHC-6 Twin Otter 300,19,1,15
1978,Indian Air Force,Leh,Antonov An-12,70,7,77
1978,Aereo el Venado,Rubio,Douglas C-47A,24,3,27
1978,Tyee Airlines,Hydaburg,de Havilland DHC-2,4,1,5
1978,Rocky Mountain Airways,Steamboat Springs,de Havilland Canada DHC-6 Twin Otter 300,20,2,2
1978,Air 70,Selvapiana,Cessna 421 Golden Eagle,9,1,10
1978,Indian Airlines,Hyderabad,Boeing B-737-2A8,126,6,1
1978,Alitalia,Cinisi,McDonnell Douglas DC-9-32,124,5,108
1978,United Air Lines,Portland,McDonnell Douglas DC-8-61,181,8,10
1979,Aeroflot,Minsk,Antonov AN-24N,9,5,13
1979,Air Algerie,Bechar,Nord 262A-44,20,3,14
1979,Air Rouergue,Rodez,Fokker F-27 Friendship 500,4,2,5
1979,Varig,Tokyo,Boeing B-707-326C,0,6,6
1979,TAM Lineas Aéreas Regional,Agudos,Embraer 110C Bandeirante,16,2,18
1979,Air Rhodesia,Kariba,Vickers Viscount 748D,54,5,59
1979,Allegheny Airlines,Clarksburg,Nord 262,22,3,2
1979,Air New Zealand,Manakau Harbor,Fokker F-27 Friendship 500,2,2,2
1979,Ethiopian Airlines,Barentu,Douglas DC-3,2,3,5
1979,Universal Airways,Gulfport,Beech BE-70,7,1,8
1979,Swift Aire Lines Inc.,Marina del Rey,Aerospatiale Nord 262A-33,4,3,3
1979,CAAC,Bejing,Hawker Siddeley Trident 2E,0,12,12
1979,Alia Royal Jordanian Airlines,Doha Airport,Boeing B-727-2D3,49,15,45
1979,Aeroflot,Moscow,Tupolev TU-104B,113,6,58
1979,Interflug,Luanda,Ilyushin IL-18D,6,4,10
1979,Quebecair,Ste. Foy,Fairchild F-27,21,3,17
1979,Catalina Airlines,Avalon,Grumman G-21 Goose,10,1,1
1979,New York Airways,Newark,Sikorsky S61-L,15,3,3
1979,SAETA,Cuenca,Vickers Viscount 785D,52,5,57
1979,Sea Airmotive,Bullen Point,de Havilland Canada DHC-4A Caribou,0,3,3
1979,American Airlines,Chicago O'Hare,McDonnell Douglas DC-10-10,258,13,271
1979,Mauritanian Air Force,Dakar,de Havilland Canada DHC-5D Buffalo,7,5,12
1979,Downeast Airlines,Rockland,de Havilland DHC-6-200,16,2,17
1979,Indian Air Force,Leh,Hindustan Aeronautics 748-2M,0,27,27
1979,Air New England,Hyannis,de Havilland Canada DHC-6 Twin Otter 300,8,2,1
1979,Garuda Indonesia Airlines,Medan Airfield,Fokker F-28 Fellowship 1000,57,4,61
1979,Fiji Air Services,Bua,Britten Norman BN-2A Trislander,8,1,9
1979,Soldotna Air Services,Anchorage,Cessna 402B,6,1,7
1979,Trans Mediterranean Airways,Beirut,Boeing 707-327C,0,6,6
1979,Prinair,St. Croix,de Havilland DH-114 Heron,19,2,8
1979,Dan Air Services,Sumburgh,Hawker Siddeley HS-748-1,44,3,17
1979,Private,Canton,Cessna 501 Citation,2,1,1
1979,Aeroflot,Leningrad,LET 410M turbojet,12,2,14
1979,Indian Airlines,Panvel,Hindustan Aeronautics 748 2-224,40,5,45
1979,Aeroflot,Volgograd,Tupolev TU-134A,155,23,178
1979,Aeroflot,Enisseysk,Antonov AN-12,10,6,11
1979,Aeroflot,Kirsanov,Tupolev TU-124,58,5,63
1979,Aeroflot,Andema,Antonov AN-24,37,7,40
1979,China Airlines,Taipei,Boeing 707-324C,0,6,6
1979,Aero Transporti Italiani,Sarroch,McDonnell Douglas DC-9-32,27,4,31
1979,Butler Aviation Inc.,Klamath Falls,Douglas DC-7,10,2,12
1979,Pacific Coastal Airlines,Blink Horn Point,Britten Norman BN-7A lslander,8,1,4
1979,U.S. Air Force,Merced,Boeing KC-135A,0,5,5
1979,West Coast Air,Porpoise Bay,de Havilland Canada DHC-6 Twin Otter 200,14,2,2
1979,Swissair,Athens,McDonnell Douglas DC-8-62,145,11,14
1979,Comair,Covington,Piper PA-31,7,1,8
1979,Aeroflot,Lensk,Antonov An-2TP,10,2,3
1979,Western Airlines,Mexico City,McDonnell Douglas DC-10-10,77,11,72
1979,American Airlines,Chicago,Boeing B-727,72,6,0
1979,Aeroflot,Vologda,Yakovlev YAK-40,0,5,3
1979,Transamerica Airlines,Granger,Lockheed L-188CF Electra,0,3,3
1979,Pakistan International Airlines,At Ta'if,Boeing B-707-340C,145,11,156
1979,Air New Zealand,Mt. Erebus,McDonnell Douglas DC-10-30,237,20,257
1979,Aerolineas La Gaviola,San Andres Island,Grumman G-21 Goose,7,2,9
1979,Aeroflot,Cherskiy,Antonov AN-26,2,5,7
1979,CAMBA,Apolo,Martin 404,0,10,10
1979,SATENA,Cerro Toledo Mountain,Douglas DC-4,16,5,21
1979,Fuerza Aérea del Peru,Puerto Esperanza,de Havilland Canada DHC-5 Buffalo,24,5,29
1979,Douglas Airways,Menari,GAF Nomad 22B,14,2,16
1979,Turkish Airlines,Ankara,Fokker F-28 Fellowship 1000,41,4,41
1980,Haïti Air Inter,Haiti,Britten Norman BN Islander,8,1,9
1980,Private charter,Over the Atlantic Ocean,Cessna 441 Conquest,1,1,2
1980,Ambler Air Service,Shungnak,Cessna 185A,8,1,7
1980,Iran Air,Elburz Mtns.,Boeing B-727-86,120,8,128
1980,Pelita Air Service,Mt. Cemonyet,CASA 212 Aviocar 100,10,3,13
1980,Union of Burma Air Force,Mandalay,Fairchild FH-227H,0,43,43
1980,Cubana de Aviacon,Baracoa,Yakovlev YAK-40,33,4,1
1980,Rotor Airs Inc - Air Taxi,Leeville,Sikorsky S-62A,6,1,6
1980,Advance Airlines,Sydney,Beechcraft Super King Air 200,12,1,13
1980,Indian Air Force,Agra,Fairchild C-119G,0,46,46
1980,China Airlines,Manila,Boeing B-707-309C,124,11,2
1980,LOT Polish Airlines,Warsaw,Ilyushin IL-62,77,10,87
1980,U.S. Air Force,Yenice,Lockheed C-130H,12,6,18
1980,Eagle Commuter,Houston,Piper PA-28-180,8,2,7
1980,VOTEC,Macae,Sikorsky S-76,0,14,14
1980,Transbrasil,Florianopolis,Boeing B-727-27C,50,8,55
1980,Aeroflot,Krasnoyarsk,Antonov An-24B,49,4,2
1980,U.S. Air Force,Posht-i-Badam,Lockheed EC-130E Hercules,0,7,5
1980,Dan Air Services,Tenerife,Boeing B-727-64,138,8,146
1980,Thai Airways,Don Muang,Hawker Siddeley HS-748-2,49,4,44
1980,Lloyd Aereo Boliviano,Yachiba,Fairchild F-27J,10,3,13
1980,Lineas Aereas de Angola,Matala,Yakovlev YAK-40,25,4,29
1980,Aeroflot,Dushanbe,Yakovlev YAK-40,25,4,29
1980,Air Wisconsin,Valley,Swearingen 226TC Metro II,13,2,13
1980,Itavia,Ustica,McDonnell Douglas DC-9-15,77,4,81
1980,Aeroflot,Alma-Ata,Tupolev TU-154B,156,10,166
1980,Aeronaves del Peru,Cerro Lilio,Douglas DC-8-43F,0,7,3
1980,Air Logistics,Houma,Bell 205A-1,12,1,13
1980,Tarom,Nouadhibou,Tupolev TU-154B-1,152,16,1
1980,Saudi Arabian Airlines,Riyadh,Lockheed 1011-200 TriStar,287,14,301
1980,Bouraq Indonesia Airlines,Jakarta,Vickers Viscount 812,31,6,37
1980,Kuwait Air Force,Montelimar,Lockheed L-100-20 Hercules,0,8,8
1980,Aeronorte Colombia,Puerto Olaya,Douglas C-47,0,3,3
1980,Florida Commuter Airlines,Freeport,Douglas DC-3,30,4,34
1980,Force Aérienne Zaïroise,Kindu,Lockheed Hercules C-130,31,5,36
1980,Royal Saudi Air Force,Medina,Lockheed C-130E,81,8,89
1980,Zairean Air Force,Kindu,de Havilland DHC-5 Buffalo,34,2,36
1980,Soviet Air Force,Badakshan,Antonov AN-12V,0,45,45
1980,U.S. Air Force,Cairo,Lockheed C-141A,7,6,13
1980,Korean Airlines,Seoul,Boeing B-747-2B5B,212,14,15
1980,F.R. de la Direccion General de Ados,Medellin,Douglas C-47A-35-DL,3,17,20
1980,Central Air Services,Pecos City,Douglas DC-7B,0,2,2
1980,Tanzania Aviation,Dar es Salaam,Piper PA-42 Cheyenne,9,1,10
1980,Transportes Aereos del Caribe,Rio Hacha,Aerospatiale Caravelle 6R,63,7,70
1980,Saudi Arabian Airlines,Qatar,Lockheed L-1011-200,271,20,2
1981,U.S. Air Force,Ramstein AFB,Lockheed C-130E Hercules,2,7,9
1981,Cascade Airways,Spokane,Beechcraft 99A,7,2,7
1981,Soviet Navy,Leningrad,Tupolev TU-104A,46,6,52
1981,Private - Corporate,White Plains,Lockheed 1339,6,2,8
1981,Helicopter - Air Taxi,Avalon,Sikorsky S-62A,7,1,2
1981,VOTEC,Belem,Embraer 110P Bandeirante,12,2,11
1981,U.S. Air Force,Tabones Island Philippines,Lockheed MC-130E-Y,15,9,23
1981,French Naval Aviation,Moroni,Dassault-Breguet Atlantique,14,4,18
1981,U.S. Air Force,Shemya AFB,Boeing RC-135S,0,6,6
1981,LOT Polish Airlines,Redzikowo,Antonov AN-24B,47,5,1
1981,Urcupina,Laguna Soliz,Douglas C-47A,4,3,7
1981,Freedom International,Cincinnati,Learjet 23,0,2,1
1981,Air US,Loveland,Hadley Page 137Jetstream I,15,4,15
1981,Aeroflot,Batagay,Antonov An-2TP,10,2,12
1981,Private - Airfast Indonesia,Pekanbaru,Douglas C-47A-5-DK,13,4,15
1981,U.S. Air Force,Fredrick,Boeing EC-135N,3,18,21
1981,Austral Lineas Aeras,Rio de la Plata,BAC One-Eleven 529FR,26,5,31
1981,TAAG Angola Airlines,Menongue,Lockheed L-100-20 Hercules,0,4,4
1981,Lineas Aereas,Pinarete Mountain,Convair CV-440-11,21,3,24
1981,TAME,Zumba,de Havilland Canada DHC-6 Twin Otter 300,15,3,18
1981,Egyptian Air Force,Cairo,Lockheed C-130H Hercules,11,6,17
1981,Aeroflot,Ust-Barguzin,Ilyushin Il-14,44,4,48
1981,Dan Air Services,Nailstone,Hawker Siddeley HS-748,0,3,3
1981,TAR,Yerevan,Canadair CL-44D4-6,1,3,4
1981,Somali Airlines,Mogadishu,Fokker F-27 Friendship 600RF,44,6,50
1981,Air Madagascar,Madagascar,de Havilland Canada DHC-6 Twin Otter 300,17,2,19
1981,Transamazonica,Caruru,Douglas C-53D-DO,5,4,5
1981,Aeromexico,Chihuahua,McDonnell Douglas DC-9-32,60,6,32
1981,Far Eastern Air Transport,Sanyi,Boeing B-737-222,104,6,110
1981,Aeroflot,Zavitinsk,Antonov AN-24RV,27,5,31
1981,Aeropesca Colombia,Mt. Elena,Vickers Viscount 745D,44,6,50
1981,Aeroflot,Zeya,Yakovlev YAK-40,29,5,3
1981,Aereo el Venado,Paipa,Embraer 110P1 Bandeirante,19,3,21
1981,Aeroflot,Zeleznogorsk,Yakovlev YAK-40,29,11,40
1981,U.S. Air Force,Nellis AFB,Lockheed C-130H Hercules,61,9,7
1981,Turkish Air Force,Babaeski,Northrop F-5A,0,2,0
1981,Iranian Air Force,Tehran,Lockheed C-130H,75,5,60
1981,Sky Train Air,Casper,Learjet 24,1,2,3
1981,NLM,Moerdijk,Fokker F-28 Fellowship 4000,13,4,17
1981,Oefag Flugdienst,Kufstein,Cessna 404 Titan,0,9,9
1981,Aerolineas Argo,St. Thomas,Lockheed L-749A Constellation,2,3,5
1981,Cameroon Airlines,Bafoussam,de Havilland Canada DHC-6 Twin Otter 300,22,2,1
1981,Aeromexico,Sierra de Guerro,McDonnell Douglas DC-9-32,12,6,18
1981,Aeroflot,Norilsk,Tupolev TU-154B-2,160,7,99
1981,Royal Nepal Airlines,Biratnagar,Pilatus PC-6/B2-H2 Turbo-Porter,9,1,10
1981,Guyana Airways,Castries,Douglas DC-6A,0,3,3
1981,Inex Adria Aviopromet,Mt. San Pietro,McDonnell Douglas MD-81,173,7,180
1981,Private - Parajump air show,Honolulu,Beech C-45H,11,1,11
1981,Bristows,Kuala Belait,Aerospatiale Puma,0,12,12
1981,ACES Colombia,Covenas,de Havilland Canada DHC-6 Twin Otter 300,11,2,13
1982,Aeroflot,Gelendzhik,LET 410M Turbojet,16,2,18
1982,Air Florida,Washington,Boeing B-737-222,74,5,74
1982,Ethiopian Air Force,Addis Ababa,Antonov AN-26,67,6,73
1982,World Airways,Logan Airport,McDonnell Douglas DC-10-30CF,200,12,2
1982,Tarom,Constanta,Antonov An-24RV,0,7,7
1982,French Air Force,Djibouti,Nord 2501 Noratlas,30,5,35
1982,Republic of South Korea Air Force,Island of Cheju,Fairchild C-123,47,6,53
1982,Indian Air Force,Srinagar,Fairchild C-119G,18,5,23
1982,Trans Air Services,Mt. Ipao,Douglas DC-3,29,3,3
1982,Japan Air Lines,Tokyo,McDonnell Douglas DC-8-61,166,8,24
1982,LAC Columbia,Cerro el Tablazo,Douglas DC-6BF,0,4,4
1982,Pilgrim Airlines,Providence,de Havilland DHC -6-100,10,2,1
1982,Wideroe's Flyveselksap,Mehamn,de Havilland Canada DHC-6 Twin Otter 300,13,2,15
1982,U.S. Air Force,Woodstock,Boeing KC-135C,23,4,27
1982,Private,Leesburg,Beechcraft Bonanza F35,2,1,3
1982,Garuda Indonesia Airlines,Branti Airport,Fokker F-28 Fellowship 1000,23,4,27
1982,Aeropesca Colombia,Queate,Vickers Viscount 745D,15,6,21
1982,Air Taxi - Tundra Copters,Tanana,Hughes 369D,2,1,3
1982,U.S. Air Force,Erzurum,Lockheed C-130H,19,8,27
1982,CAAC,Yangshuo,Hawker Siddeley Trident 2E,104,8,112
1982,Okanagans,Gulf of Thailand,Sikorsky S-76,0,13,13
1982,Alyemda,Aden,de Havilland Canada DHC-7-103,45,4,47
1982,U.S. Air Force,Judsonia,Lockheed C-130E Hercules,0,7,7
1982,Royal British Navy,South Atlantic Ocean,Westland Sea King HC-4,0,21,21
1982,VASP,Brazilia,Boeing B-737-200,112,6,2
1982,Pelita Air Service,Natuma Island,Aerospatiale 330G Puma,0,10,10
1982,Republic of South Korea Air Force,Songnam-si,Fairchild C-123,49,4,53
1982,VASP,Pacatuba,Boeing B-727-212A,128,9,137
1982,TABA,Tabatinga,Fairchild-Hiller FH-227B-LCD,40,4,44
1982,Air India,Bombay,Boeing B-707-437,99,12,17
1982,British Airways,Mount Galunggung,Boeing B-747,247,10,0
1982,Aeroflot,Southern Belarus,Yakovlev YAK-42,124,8,132
1982,Air Affaires Gabon,Oganda,Cessna 404 Titan,0,12,12
1982,Aeroflot,Moscow,Ilyushin IL-62M,80,10,90
1982,Pan American World Airways,Kenner,Boeing B-727-235,138,7,145
1982,Philippine Air Lines,Jolo,Hawker Siddeley HS-748-209 Srs. 2,25,5,4
1982,Western,Castaic,Bell UH-1B Huey,0,1,0
1982,Pan American World Airways,Pacific Ocean,Boeing B-747-121,270,25,1
1982,Burma Airways,Mindat,de Havilland Canada DHC-6 Twin Otter 300,5,3,8
1982,Nicaraguan Air Force,Managua,Arava 201,18,2,20
1982,Aeroflot,Sukhumi,Let 410UVP Turbojet,9,2,11
1982,Aerolineas Condor,Valladolid,de Havilland Canada DHC-4A Caribou,41,3,44
1982,Cia Brasiliera de Tratores,Rio Branco,Gates Learjet 25B,8,2,10
1982,U.S. Army,Mannheim,Boeing Vertol CH-47C,42,4,46
1982,Spantax,Malaga,McDonnell Douglas DC-10-30CF,381,13,50
1982,Aeroflot,Luxembourg,Ilyushin IL-62M,66,11,7
1982,Far Eastern Air Transport,Taiwan,Bell 212,0,15,15
1982,Aerolineas Centrales de Colombia,Quetame,de Havilland Canada DHC-6 Twin Otter 310,20,2,22
1982,TAAG Angola Airlines,Lubango,Antonov AN-26,9,6,15
1982,Pioneer Airlines,Pueblo,Swearingen SA.227AC Metro III,0,2,2
1982,Aeronor Chile,La Serena,Fairchild F-27J,42,4,46
1982,Nicaraguan Air Force,San Andres de Bocay,Mil Mi-8,84,4,84
1982,Aeroflot,Rostov-on-Don,Antonov AN-26,0,16,16
1982,CAAC,Guangzhou,Ilyushin IL-18B,58,11,25
1983,46826/109,Brainerd,Convair 580-11A,30,3,1
1983,United Air Lines,Detroit,McDonnell Douglas DC-8-54F37,0,3,3
1983,Turkish Airlines,Ankara,Boeing B-727-2F2,60,7,47
