Year,Operator,Location,AC Type,Passengers,Crew,Fatalities
1989,Vayudoot,Ujani Dam,Dornier Do-288-201,8,3,11
1989,Skylink Airlines,Terrace,Swearingen SA.227AC Metro III,5,2,7
1989,Grand Canyon Airlines,Tusayan,de Havilland Canada DHC-6 Twin Otter 300,19,2,10
1989,MAP,Semyonovka,Antonov An-32,4,5,9
1989,U.S. Air Force,Perth,Boeing KC-135A,0,4,4
1989,Winchester Air,Uncertain,Cessna 208 Caravan I,3,2,5
1989,Air Taxi - Paramount Aviation Corp.,Lacey Township,Agusta A109A MK II,4,1,5
1989,TAUSA,Urpay,Cessna 402C Utililiner,11,1,12
1989,Russian Air Force,Nasosny,Ilyushin IL-76MD,50,7,57
1989,Aeroflot,Leninakan,Ilyushin IL-76TD,10,5,15
1989,TAN,Tegucigalpa,Boeing B-727-224,138,8,127
1989,Soviet Air Force,Petropavlovsk,Antonov AN-26,30,6,36
1989,China Airlines,Hualien,Boeing B-737-209,47,7,54
1989,Aloha Island Air,Halawa Point,de Havilland DHC-6 Twin Otter 300,18,2,20
1989,Weasua Air Ttansport,Monrovia,Britten-Norman BN-2A Islander,9,1,2
1989,Royal Lesotho Defence Force,Maluti Mountains,Casa 212 Aviocar,16,2,18
1989,Aeroflot,Tyumem,Antonov AN-24,36,6,34
1989,Peoples Air Force,Albania,Mil Mi-4,0,24,24
1989,Korean Airlines,Seoul,Fokker F-28 Fellowship 4000,46,6,1
1989,AVIANCA,Bogota,Boeing B-727-21,101,6,107
1989,Tepper Aviation,Jamba,Lockheed L-100-20 Hercules,0,5,5
1989,Lineas Aéreas Cave,Charallave,Cessna 402,5,2,3
1989,New England Airlines,Block Island,Britten-Norman BN-2A Islander,7,1,8
1989,U.S. Army,Patuxent,CASA 212 Aviocar 200,0,5,5
1989,Bolivian Air Force,Guayaramerin,Lockheed C-130A,18,24,24
1989,United Express,Pasco,British Aerospace 3101 Jetstream 31,4,2,6
1989,Tarom,Visina,Antonov An-24RV,1,6,7
1989,Air Fiordland,Milford Sound,Cessna 207,4,1,5
1990,Pelita Air Service,Java Sea,CASA 212 Aviocar 200,13,3,9
1990,Aeroflot,Pervouralsk,Tupolev TU-134A,65,6,27
1990,SANSA,Pico Blanco,CASA 212 Aviocar 200,20,3,23
1990,Federal Express,Leadville,Cessna 208A Caravan I Cargomaster,0,1,1
1990,Venezuelan Navy,Caracas,CASA 212-200 Aviocar,22,3,25
1990,AVIANCA,Cove Neck,Boeing B-707-321B,149,9,73
1990,Airfast Services,Mt Rijani,Hawker Siddeley HS-748-2A,16,3,19
1990,MIAT - Mongolian Airlines,Zavkhan,Antonov AN-26V,25,5,30
1990,Congolese Air Force,Kinkala,Nord 262C-66,23,5,28
1990,Airborne Express,Burlington,Cessna 208B Caravan I,1,1,2
1990,Wiggins Airways,Plattsburgh,Cessna 208B Caravan I Super Cargomaster,0,1,1
1990,Helicopteros Nacionales de Colombia,Ibague,Grumman G-159 Gulfstream I,11,4,15
1990,TAM,Bauru,Fokker 27 Friendship 200,36,4,2
1990,Indian Airlines,Bangalore,Airbus A320-231,139,7,92
1990,Zambian Air Force,Ngwerere,DHC-5 Buffalo,24,5,29
1990,Federal Express,Denver,Cessna 208A Caravan I Cargomaster,0,1,1
1990,Indian Air Force,Meerut,MiG-23,0,1,0
1990,Helicsa,Freetown,Sikorsky S-58ET,0,11,11
1990,TAN Honduras,Las Mesitas,Lockheed L-188CF Electra,0,3,3
1990,Cubana de Aviacion,Santiago de Cuba,Antonov AN-26,41,5,25
1990,Aeroflot,Kabul,Ilyushin IL-76MD,2,9,4
1990,Angolan Air Force,Kuito,CASA 212 Aviocar 300,20,5,11
1990,Wideroe's Flyveselksap,Vaeroy,de Havilland Canada DHC-6 Twin Otter 300,3,2,5
1990,Aeroperlas,Contadora,de Havilland Canada DHC-6 Twin Otter 200,19,3,20
1990,Zairean Air Force,Kinshasa,Lockheed C-130H,18,6,20
1990,MATS - Manila Aero Transport System,Manila,Douglas DC-3,22,2,7
1990,Royal Air Force,Tarbert,Avro Shackleton AEW-2,0,10,10
1990,Frontier Air,Ship Sands Island,Beechcraft C99,2,2,1
1990,Aerial Transit Company,Guatamala City,Douglas DC-6BF,0,3,3
1990,Avicsa,Tuxtla-Gutierrez,Fairchild F-27,35,5,20
1990,Luftwaffe,Wurzburg,Transall C-160D,0,10,10
1990,Philippine Air Lines,Manila,Boeing B-737-3Y0,113,6,8
1990,Aerolift Philippines,Manila,Beechcraft 1900C-1,19,2,21
1990,TABA,Altamira,Fairchild FH-227B,39,3,23
1990,Ptarmigan Airways,Thistle Lake,de Havilland Canada DHC-6 Twin Otter 300,0,2,2
1990,British Airways,Oxfordshire,BAC One-Eleven 528FL,81,6,0
1990,Douglas Airways,Port Morseby,Britten-Norman 2B-21 Islander,11,1,8
1990,Afghan Republican Air Force,Maymaneh,Mil Mi-8,25,5,30
1990,Servicio Expresso Nacional,Huanuco,Beech King Air B90,8,1,9
1990,Aeroflot,Stepanakert,Yakovlev YAK-40,43,4,47
1990,Afghan Republican Air Force,Shindand,Antonov AN-12,78,5,83
1990,Private - Omniflights,Elkhorn,Bell BHT-206-B,4,1,5
1990,U.S. Air Force,Kaiserslautern,Lockheed C-5A,9,8,13
1990,Frontier Flying Service,Kaltag,Piper PA-31-325 Navajo,9,1,3
1990,Faucett,Newfoundland,Boeing B-727-247,15,3,18
1990,Nuna Air,Sondre Stromfjord,Cessna 441 Conquest II,6,2,8
1990,Aeroflot,Koltsovo,Yakovlev YAK-42,122,6,4
1990,SUDENE,Fernando de Noronha,Embraer 110P1 Bandeirante,10,2,12
1990,HiTechs,San Luis Obispo,Cessna 501 Citation,2,2,4
1990,China Southern Airlines,Guangzhou,Boeing B-737-247,205,21,128
1990,Eastern Air Lines,Cape Canaveral,McDonnell Douglas DC-9-31,91,6,1
1990,BAFIN,Bella Vista,Douglas C-47B-40-DK,2,2,4
1990,Cubana de Aviacion,Santiago de Cuba,Yakovlev YAK-40,24,7,11
1990,Alitalia,Stadelberg,McDonnell Douglas DC-9-32,40,6,46
1990,SATENA,Medellin,CASA 212 Aviocar 200,12,4,16
1990,Aeroflot,Ashkhabad,Mil Mi-8T,13,2,15
1990,Bangkok Airways,Koh Samui,de Havilland Canada DHC-8-103,33,5,38
1990,Eitos,Ravenna,Aerospatiale 330J Puma,12,1,13
1990,Northwest Airlines,Romulus,Boeing B-727-251,186,12,8
1990,Sudania Air Cargo,Nairobi,Boeing B-707-320F,7,3,10
1990,Pelita Air Service,Matak,IPTN 332C Super Puma,0,10,10
1991,Venezuelan Navy,Paramo Mucuti,CASA 212 Aviocar 200,19,3,21
1991,Merpati Nusantara Airlines,Jalaludin,CASA 212 Aviocar 200,18,3,1
1991,Lockheed AC-130H Hercules,Ras Al Khafji,U.S. Air Force,0,14,14
1991,Skywest Airlines,Los Angeles,Boeing B-737-300,93,8,34
1991,Hellenic Air Force,Nea Ankhialos,Lockheed C-130H,59,4,63
1991,Ecuadorean Air Force,Taisha,de Havilland Canada DHC-6 Twin Otter 300,19,3,22
1991,Ryan International Airlines,Cleveland,McDonnell Douglas DC-9-15RC,0,2,2
1991,LAN,Puerto Williams,British Aerospace BAE-146-200A,65,7,20
1991,Fuerza Area Angolaise,Cazombo,Antonov AN-26,43,4,47
1991,United Air Lines,Colorado Springs,Boeing B-737-291,20,5,25
1991,Linea Aeropostal Venezolana,La Puerta,McDonnell Douglas DC-9-32,40,5,45
1991,Duncan Aircraft Sales,San Diego,Hawker-Siddeley,8,2,10
1991,Transafrik,Malanje,Lockheed L-100-30 Hercules,6,3,9
1991,U.S. Navy,San Diego,Lockheed P-3C,0,98,98
1991,Royal Saudi Air Force,Ras-al-Mishab,Lockheed C-130H,92,6,27
1991,Aeroflot,Navoi,Antonov AN-24B,59,4,34
1991,Indian Air Force,Bangalore,Hindustan Aeronautics 748-2,25,3,28
1991,Private,Marion,Piper Aerostar 601,4,1,5
1991,Central Mountain Air Services,Lake Thutade,Douglas C-47B-15-DK,4,3,6
1991,Atlantic Southeast Airlines,Brunswick,Embraer 120RT- Brasilia,20,3,23
1991,Air Tahiti,Nuka Hiva,Dornier Do-228-212,19,3,11
1991,Merpati Nusantara Airlines,Sulawesi,Fokker F-27 Friendship 600,8,5,13
1991,Air Taxi - Air Grand Canyon Inc.,Grand Canyon,Cessna 207A,6,1,7
1991,ADES Colombia,La Poyatta,Douglas C-47B,11,3,13
1991,Aeroflot,Leningrad,Tupolev TU-154B-1,174,7,13
1991,Metro Cargo,Bakhtaran,Ilyushin 76TD,0,10,4
1991,Lauda Air,Ban Nong Rong,Boeing B-767-3Z9ER,213,10,223
1991,Agape Flight Inc.,Matthewtown,GAF Nomad N24A,2,1,2
1991,Carib Air Transport,Luanda,Lockheed L-382B Hercules,4,3,7
1991,Aerosucre Colombia,Malambo,Douglas DC-6BF,15,3,2
1991,Okada Air,Sokotu,BAC One-Eleven 402AP,48,5,10
1991,AKF Polet,Finland,Antonov AN-24,4,6,4
1991,Helicol Colombia,El Yopal,de Havilland Canada DHC-6 Twin Otter 300,1,2,3
1991,Aerochasqui,Bellavista Airport,CASA 212 Aviocar 200,13,2,15
1991,L'Express Airlines,Birmingham,Beechcraft BE-99-C99,13,2,13
1991,Nationair,Jeddah,McDonnell Douglas DC-8 Super 61,247,14,261
1991,Vanair,Espiritu Santos,Britten-Norman BN-2A-6 Islander,8,1,9
1991,Avalki Air,Rarotonga,Britten-Norman BN-2A-6 Islander,8,2,6
1991,Tarom,Uricani,Ilyushin IL-18V,4,5,9
1991,Indian Airlines,Imphal,Boeing B-737-2A8,63,6,69
1991,Temsco Airlines,Ketchikan,Britten-Norman BN-2A-6 Islander,3,1,4
1991,Air Taxi - Bohemia Inc.,Walton,Aerospatiale 350B1,2,1,3
1991,Dirgantara Air Services,Sampit,Britten-Norman BN-2A-21,8,2,3
1991,Airtech Rajawaldi Udara,Long Seridan,Shorts SC-7 Skyvan 3-100,18,2,14
1991,Continental Express,Eagle Lake,Embraer 120RT Brasilia,11,3,14
1991,Aeroflot,Petropavlosk,Antonov AN-72,7,6,13
1991,Ethiopian Airlines,Djibouti City,Lockheed L-100-30 Hercules,0,4,4
1991,Canair Cargo,Belvedere Center,Convair CV-580,0,2,2
1991,Aeroflot,Khatanga,Antonov 12BP,9,7,1
1991,Aeroflot,St. Petersburg,Antonov AN-26,7,3,10
1991,Solomon Islands Airlines,Guadalcanal Island,de Havilland Canada DHC-6 Twin Otter 300,13,2,15
1991,CORAL Colombia,Villavicencio,Curtiss C-46A,6,4,1
1991,Indonesian Air Force,Jakarta,Lockheed C-130H-30,129,5,134
1991,EDELCA,Aponguao Falls,Bell 214 ST,9,3,12
1991,Corporate Mobility Inc. - Private,Vallejo,Bell 206B,2,1,3
1991,Bali International Air Service,Tumbang Miri,Britten-Norman BN2A-III-2 Trislander,16,1,17
1991,Royal Canadian Air Force,Point Alert,Lockheed CC-130E,13,5,5
1991,Azerbaijan Air Force,Karakent,Mil Mi-8,0,40,40
1991,Aeroflot,Makhackala,Yakovlev YAK-40,47,4,51
1991,Nordeste Linhas Aereas,Recife,Embraer 110P1 Bandeirante,12,3,15
1991,Aeroflot,Anderma,Antonov AN-12V,14,6,20
1991,Soviet Air Force,Nagoro-Karabak,Mil Mi-8,20,3,23
1991,Air Taxi - Airiss Inc.,Davis,Bell 206B,2,1,3
1991,STASA,Sena,Douglas C-47B-DK,0,3,1
1991,Tartarstan Airlines,Bugulma,Antonov AN-24,37,4,41
1991,Força Aérea Brasileira,Guaratingueta AB,Embraer C-95C Bandeirante,13,3,16
1991,Classic Wings,Heidelberg,Douglas DC-3A,27,3,27
1991,Scandinavian Airlines,Stockholm,Mc Donnell Douglas MD-81,123,6,0
1991,China Airlines,Wanli,Boeing B-747-2R7F,0,5,5
1992,Air Inter,Strasbourg,Airbus A320-111,90,6,87
1992,Azerbaijan Air Force,Stepanakert,Mil Mi-8,0,47,47
1992,Nordeste Linhas Aéreas,Caetite,Embraer 110C Bandeirante,10,2,12
1992,US Air Force,Evansville,Lockheed C-130B Hercules,0,5,5
1992,Gambcrest,Kafountine,Convair CV- 640,50,6,30
1992,ATI,Toledo,McDonnell Douglas DC-8-63F,0,4,3
1992,Aerolineas Argentinas,En route from Argentina to California,Boeing B-747,0,1,1
1992,Frigorifico Santa Rita,Beni,Curtiss C-46T,2,3,5
1992,Lina Congo,Etsouali,de Havilland Canada DHC-6 Twin Otter 300,5,3,3
1992,USAir,New York,Fokker F-28 Fellowship 4000,47,4,27
1992,Golden Star Air Cargo,Athens,Boeing 707-321C,4,3,7
1992,Kamchatavia,Baikov,Let 410UVP,10,2,1
1992,Air Bissau,Sarra,Antonov AN-24RV,10,3,3
1992,Taiwan Airlines,Orchid Island,Britten Norman BN-2A-26 Trislander,8,2,7
1992,Kenyan Air Force,Nairobi,de Havilland DHC-5 Buffalo,42,4,46
1992,Talair,Goroka,Embraer 110P1 Bandeirante,13,2,11
1992,Perris Valley Aviation,Perris Valley,de Havilland Canada DHC-6 Twin Otter 200,20,2,16
1992,Scenic Air Tours,Mt. Haleakala,Beechcraft E18S,8,1,9
1992,Saha Airline Services,Saveh,Fokker F-27 Friendship 400M,35,4,39
1992,COPA,Tucuti,Boeing B-737-204,40,7,47
1992,American Eagle,Mayaguez,CASA 212 Aviocar 200,3,2,5
1992,VASP,Cruzeiro do Sul,Boeing 737-2A1C,1,2,3
1992,Krasnoyarsk Airlines,Norlisk,Antonov AN-12,7,5,10
1992,Sri Lanka Air Force,Iyakochchi,Shaanxi Y-8D,13,6,19
1992,Arctic Circle Air Service,Bethel,Shorts SC-7 Skyvan 3A-200,0,1,1
1992,Russian Air Force,Nakhichevan,Antonov AN-12V,27,7,29
1992,Unified Yemen Air Force,Bir Fadl,Antonov An-12,50,7,57
1992,Georgian Air,Tbilisi,Tupolev TU-154B,16,8,24
1992,Volga-Dnepr Airlines,Skopje,Antonov 12BK,2,6,8
1992,Mandala Airlines,Mt. Lalaboy,Vickers Viscount 816,63,7,70
1992,Aero Eslava,Mexico City,Vickers 798D Viscount,2,2,4
1992,Trans World Airlines,New York,Lockheed L-1011,280,12,0
1992,Thai Airways,Kathmandu,Airbus A310-304,99,14,113
1992,China General Aviation Corporation,Nanjing,Yakovlev YAK-42D,116,10,108
1992,Servicios Aereos Santa Ana,Colorado,Convair CV-440-80,7,3,10
1992,Lone Star Airlines,Hot Springs,Swearingen SA-227AC Metro III,0,3,3
1992,Peruvian Air Force - TANS,Iquitos,de Havilland Canada DHC-6 Twin Otter 300,38,3,8
1992,Aeroflot,Ivanovo,Tupolev TU-134A,77,7,84
1992,NewCal Aviation,Gimli,de Havilland Canada DHC-4T Caribou,0,3,3
1992,Professional Aviation Services,Jamba,Douglas DC-3,14,3,8
1992,Expresso Aéreo,Bellavista,Fokker F-27 Friendship 500,36,7,1
1992,Kamchatka Airlines,Kozyrevsk,Mil Mi-8,13,3,9
1992,Air Taxi - Hawaiis Inc.,Hana,Aerospatiale AS-350B,6,1,7
1992,Aero Ejecutivos,Curacao,Douglas C-118A,0,3,3
1992,Avesca Colombia,Bogota,Curtiss C-46F-1-CU,9,2,11
1992,Yakutavia,Kular,Mil Mi-8,7,3,10
1992,Federal Nigerian Air Force,Lagos,Lockheed C-130H,154,4,158
1992,Pakistan International Airlines,Kathmandu,Airbus A300B4-203,155,12,167
1992,El Al,Amsterdam,Boeing B-747-258F,1,3,4
1992,Miltiary - U.S. Airforce,Berkeley Springs,Lockheed C-130E Hercules,0,6,6
1992,Wuhan Airlines,Dingxi,Avia 14M-40,28,7,14
1992,Kiev Production Association,Mogadiscio,Antonov 32,7,6,1
1992,Merpati Nusantara Airlines,Garut,CASA 235-10,27,4,31
1992,Syktyvkar Avia,Usti Nem,Antonov AN-28,14,2,15
1992,Peruvian Air Force,Lake Caballochoa,de Havilland Canada DHC-6 Twin Otter 300,8,3,8
1992,Aeroflot,Chita,Antonov AN-8,9,5,13
1992,Indian Air Force,Bombay,Mil Mi-8,0,20,20
1992,Russian Air Force,Tver,Antonov AN-22A,26,7,33
1992,Vietnam Airlines,Nha Trang,Yakovlev YAK-40,25,6,30
1992,Aerocaribbean - Charter,Porto Plata,Ilyushin IL-18D,28,6,34
1992,China Southern Airlines,Guilin,Boeing B-737-3Y0,133,8,141
1992,U.S. Air Force,Harlem,Lockheed C-141B,0,13,13
1992,Aero Sudpacifico,Uruapan,Britten-Norman BN-2B-27 Islander,8,1,9
1992,Scibe Airlift Cargo Zaire,Goma,Fokker F-27 Friendship 400M,31,6,37
1992,Russian Air Force,Lata,Mil Mi 8T,0,61,61
1992,c Holland NV,Faro,McDonnell Douglas DC-10-30CF,327,13,56
1992,Libya Arab Airlines,Tripoli,Boeing B-727-2L5,147,10,157
1993,Air Taxi - South Coasts Inc.,Ogden,Bell 206B3,3,1,4
1993,Lufthansa Cityline,Paris,de Havilland Canada DHC-8-301,19,4,4
1993,Bouraq Indonesia Airlines,Surabaya,Hawker Siddeley HS-748-234,39,5,17
1993,Titan Airways,Sellafield,Embraer 110P1 Bandeirante,0,2,2
1993,Central Mountain Air Services,Bronson Creek,Douglas C-47A,0,2,2
1993,Trans Service Airlift,Kinshasa,Nord 262A-44,18,3,3
1993,Pan Malaysian Air Transport,Sumatra,Shorts SC-7 Skyvan 3-100,11,5,16
1993,Iran Air Tours,Tehran,Tupolev TU-154M,119,14,133
1993,Afghan Republican Air Force,Daraim,Mil Mi-8,0,30,30
1993,Cargo Three Panama,Bogota,Convair CV-440,0,2,2
1993,Formosa Airlines,Green Island,Dornier 228-201,4,2,6
1993,Palair Macedonian,Skopje,Fokker 100,92,5,83
1993,Oeste Linhas Aereas,Tangara de Serra,Embraer EMB-110 Bandeirante,4,2,6
1993,Japan Air Lines,Anchorage,Boeing B-747-466,2,3,0
1993,Private,Blountville,Fairchild SA227-TT,3,1,4
1993,Linea Aeropostal Venezolana,Margarita Island,McDonnell Douglas DC-9-15,8,3,11
1993,China Eastern Airlines,Shemya,McDonnell Douglas MD-11,248,16,2
1993,Private,Zwingle,Mitsubishi MU-2B-60,6,2,8
1993,MIAT - Mongolian Airlines,Zavnah,Antonov AN-26B,34,6,32
1993,Indian Airlines,Aurangabad,Boeing B-737-2A8,112,6,55
1993,Zambian Air Force,Libreville,de Havilland Canada DHC-5D Buffalo,25,5,30
1993,Afghan Republican Air Force,Kholm,Antonov AN-32,71,5,76
1993,Fiji Air,Suva,Britten-Norman BN-2A-6 Islander,0,2,2
1993,Carga del Caribe,Cancun,Douglas DC-6BF,0,5,3
1993,SAM Colombia,Medellin,Boeing B-727-46,125,7,132
1993,Aerotaca,El Yopal,de Havilland Canada DHC-6 Twin Otter 300,0,2,2
1993,Southwest Air,Gulgubip,Britten-Norman BN-2A-20 Trislander,10,1,9
1993,Merpati Nasantara Airlines,Nabire,de Havilland Canada DHC-6 Twin Otter 300,0,3,1
1993,Tajikistan Airlines,Tbilisi,Antonov AN-26,36,5,41
1993,Merpati Nusantara Airlines,Sorong,Fokker F-28 Fellowship 3000,39,4,41
1993,Georgian Air Force,Ochamchire,Mil Mi-8,0,23,23
1993,Private,Talladega,Hughes 369HS,1,1,1
1993,China Northwest Airlines,Yinchuan,British Aerospace 146-300,108,5,55
1993,Asiana Airlines,Haenam,Boeing B-737-5L9,104,6,68
1993,Hornbill Airways,Serawak,Shorts SC-7 Skyvan 3-100,15,2,1
1993,Everest Air,Devghat,Dornier Do-228-101,16,3,19
1993,American International Airways,Leeward Point Airfield,McDonnell Douglas DC-8-61,0,3,0
1993,Sakha Airlines,Aldan,Let 410UVP-E,22,2,24
1993,Tajikistan Airlines,Khorag,Yakovlev YAK-40,81,5,82
1993,Lufthansa,Warsaw,Airbus A320-211,64,6,2
1993,Transair Georgia Airlines,Sukhumi,Tupolev TU-134A,22,5,27
1993,Transair Georgia Airlines,Sukhumi,Tupolev TU-154B,120,12,108
1993,Georgian Air Force,Svanetia,Mil Mi-8,0,60,60
1993,Hibiscus Air,Franz Josef Glacier,GAF Nomad N-22,6,3,9
1993,China Eastern Airlines,Fuzhou,McDonnell Douglas MD-82,71,9,2
1993,Wideroe's Flyveselksap,Namsos,de Havilland Canada DHC-6 Twin Otter 300,17,3,7
1993,Air Manitoba,Sandy Lake,Hawker Siddeley HS-748-234 Srs. 2A,4,3,7
1993,China Northern Airlines,Urumqi,McDonnell Douglas MD-82,92,10,12
1993,Magistralnye Avialinii,Kerman,Antonov AN-124,14,3,17
1993,Aviaimpex,Ohrid,Yakovlev YAK-42D,108,8,116
1993,Express Airlines - Northwest Airlink,Hibbing,British Aerospace Jetstream BA-3100,16,2,18
1993,Arctic Wings & Rotors,Tuktoyaktuk,Britten Norman BN-2A Trislander7,6,1,7
1993,Air Senegal,Dakar,DHC-6 Twin Otter 300,2,1,3
1993,Lao Aviation,Phonesavanh,Yunshuji Y-12-II,16,2,18
1993,Philippine Air Force,Naga,Lockheed C-130H,23,6,29
1993,Kuban Airlines,Gyumri,Antonov AN-26,31,5,36
1994,Baikal Air,Mamony,Tupolev TU-154M,115,9,124
1994,Atlantic Coast Airlines,Columbus,British Aerospace Jetstream 4101,3,5,5
1994,North Western Air Transport,Nalchik,Antonov AN-12V,7,6,13
1994,British World Airways,East Midlands,Vickers 813 Viscount,0,2,1
1994,Expresso Aéreo,Carpish,Yakovlev YAK-40,26,5,31
1994,Continental Airlines,New York,McDonnell Douglas MD-82,110,6,0
1994,Sahara,New Delhi,Boeing 737-2R4C,0,4,4
1994,U.S. Air Force,Malindi,Lockheed C-130H Hercules,0,8,8
1994,Iranian Air Force,Nag,Lockheed Hercules C-130,19,13,32
1994,Chalk's International Airlines,Key West,Grumman G-73T Turbo Mallard,0,2,2
1994,Salair,Spokane,Douglas DC-3C,0,2,2
1994,Aurukun Air Services,Weipa,Britten-Norman BN-2A-21 Trislander,5,1,6
1994,Aeroflot Russian International Airways,Mezhdurechensk,Airbus A310-304,63,12,75
1994,Air Taxi - El Aero Services Inc.,Lamoille,Bell 206B3,4,1,5
1994,KLM Cityhopper,Amsterdam,Saab 340B,21,3,3
1994,Rwanda Government,Kigali,Dassault Falcon 50,9,3,12
1994,TAME,Ambato,de Havilland Canada DHC-6 Twin Otter 300,14,3,17
1994,U.S. Army,Northern Iraq,Sikorsky UH-60,0,26,26
1994,Dirgantara Air Services,Nanga Pinoh,Britten Norman BN-2A-21 Trislander,10,1,11
1994,China Airlines,Komaki,Airbus A300B4-622R,256,15,264
1994,Rico Taxi Aero,Sao Gabriel,Embraer 110 Bandeirante,14,2,8
1994,Arall,Loma Linda,Pilatus Britten-Norman BN-2B-27 Islander,9,2,4
1994,Transoriente Colombia,Villavicencio,Douglas DC-3,26,3,7
1994,Royal Air Force,Campbeltown,Boeing Vertol Chinook HC-2,25,4,29
1994,China Northwest Airlines,Xi'an,Tupolev TU-154M,146,14,160
1994,Aerolineas Cuahonte,Uruapan,Swearingen SA.226TC Metro II,7,2,9
1994,Merpati Nusantara Airlines,Mt. Kalora,Fokker F-27 Friendship 500F,7,5,12
1994,TAESA,Chantilly,Learjet 25D,10,2,12
1994,Air Ivorie,Abidjan,Fokker F-27 Friendship 400M,14,3,17
1994,Dostum-Galboddin Militia,Logar,Antonov AN-32,0,50,50
1994,Airbus Industrie,Toulouse-Blagnac,Airbus A330-321,4,3,7
1994,Air Mauritanie,Tidjika,Fokker F-28 Fellowship 4000,89,4,80
1994,USAir,Charlotte,McDonnell Douglas DC-9-30,52,5,37
1994,Air Taxi - Papillions Ltd.,Hanalei,Aerospatiale AS350D,6,1,3
1994,Air Martinique,Fort de France,Britten-Norman BN-2B-26 Islander,5,1,6
1994,Sankuru Air Service,Boma,Yakovlev 40D,5,4,5
1994,Alas Chiricanas,Colon,Embraer 110P1 Bandeirante,18,3,21
1994,Airfast Services,East Kalimantan,Sikorsky S-58ET,16,2,18
1994,Russian Air Force,Boda,Antonov AN-12,41,6,47
1994,Air Taxi - Uyak Air Services Inc.,Kodiak,de Havilland DHC-2,6,1,6
1994,Korean Airlines,Cheju,Airbus A300B4-622R,152,8,0
1994,Air Taxi - Talon Air Services Inc.,Alsworth,de Havilland DHC-2,2,1,3
1994,Air Taxi - Nationals,Whiting,Bell 206L-4,2,1,3
1994,Royal Air Maroc,Agadir,Aerospatiale ATR-42-300,40,4,44
1994,USAir,Aliquippa,Boeing B-737-3B7,127,5,132
1994,Aerocontroctors - Charter,Abuja,de Havilland Canada DHC-6 Twin Otter 300,3,2,3
1994,Pacific Coastal Airlines,Fish Egg Inlet,de Havilland Canada DHC-6 Twin Otter 100,2,2,3
1994,Oriental Airlines,Tamanrasset,BAC One-Eleven 515FB,32,7,5
1994,Heavylift Cargo Airlines,Kowloon Bay,Lockheed L-100-30 Hercules,6,6,6
1994,Cheremshanka Airlines,Vanavera,Yakovlev YAK-40,24,4,28
1994,TAM Paraguay,Bahia Negra,Douglas C-47D,25,2,1
1994,Arsenyev Aviation Production Association,Chaibukha,Antonov AN-8,13,7,8
1994,SELVA,Mitu,Antonov AN-32B,5,5,10
1994,Iran Asseman Airlines,Komaki,Fokker F-28 Fellowship 1000,59,7,66
1994,Brazilian Air Force,Formoso do Aragala,Lockheed C-130E,15,6,21
1994,Angolan Air Force,Cuito,Mil Mi-8MTV,0,22,22
1994,Yakutavia,Batagaj,Antonov AN-2,17,2,7
1994,Aeronica,Ust'-Ilimsk,Antonov AN-12A,16,7,23
1994,American Eagle,Roselawn,ATR-72-212,64,4,68
1994,Transportes Aereos Pegaso,Cozumel,Bell 212,13,1,14
1994,Trigana Air Service,Nabire,de Havilland Canada DHC-6 Twin Otter 100,2,2,4
1994,SA Amazonica,Saposa,Yakovlev YAK-40,26,4,6
1994,Ameriflight,Avenal,Beechcraft C99,0,1,1
1994,Southwest Air,Papua New Guinea,Britten Norman BN-2A Trislander,6,1,7
1994,Trans World Airlines,Bridgeton,McDonnell Douglas DC-9-82,132,10,2
1994,Angolan Air Force,Cuito,Mil Mi-17,0,22,22
1994,Philippine Air Lines,Pacific Ocean,Boeing B-747-200,273,20,1
1994,American Eagle,Morrisville,British Aerospace Jetstream 3201,18,2,15
1994,SL Aviation Services,Lobito,Douglas DC-3,0,2,2
1994,Servivensa,Cerro Aicha,Douglas C-47A-10-DK,6,3,7
1994,Missionary Aviation Fellowship,Papua,de Havilland Canada DHC-6 Twin Otter 200,26,2,28
1994,Phoenix Aviation,Coventry,Boeing 737-2D6C,0,5,5
1994,Air France,Algiers Airport,Airbus A300B2-1C,227,12,3
1994,Turkish Airlines,Van,Boeing B-737-4Y0,69,7,57
1995,Iranian Air Force,Isfahan,Lockheed 1329 Jetstar 8,6,6,12
1995,Merpati Nusantara Airlines,Flores Island,de Havilland Canada DHC-6 Twin Otter 300,10,4,14
1995,Intercontinental de Aviacion,Cartagena,McDonnell Douglas DC-9-14,47,5,51
1995,Air Taxi - Wolfe Air Aviation Ltd.,Los Angeles,Bell 206B,3,1,2
1995,Royal Nepal Airlines,Kathmandu,de Havilland Canada DHC-6 Twin Otter 300,21,3,2
1995,Abakan Airlines,Krasnoyarsk,Let 410UVP,17,2,3
1995,Leadair - Charter,Le Bourget,Dassault Falcon 20E,7,3,10
1995,ATI,Kansas City,McDonnell Douglas DC-8-63F,0,3,3
1995,Aeroflot,Ossora,Antonov 26B,4,6,9
1995,Tarom,Balotesti,Airbus A310-324,49,11,60
1995,Bristows,Lagos,de Havilland Canada DHC-6 Twin Otter 300,7,2,1
1995,Sri Lanka Air Force,Palaly AFB,Hawker Siddeley HS-748-357/2B SCD,49,3,52
1995,Bearskin Airlines,Sioux Falls,Swear. SA-227CC Metro 23/Piper Navajo,5,3,8
1995,American Jet,Quito,Grumman Gulfstream II,5,2,7
